member_id,timestamp,track_name,artist,album,,ms_played,skipped,shuffle,offline,private_session,start_reason,end_reason
1,2025-11-22T12:44:06Z,Apna Bana Le,Arijit Singh,Bhediya,,22346,TRUE,FALSE,FALSE,FALSE,trackdone,fwdbtn
1,2025-11-24T00:56:27Z,Apna Bana Le,Arijit Singh,Bhediya,,84052,TRUE,TRUE,FALSE,FALSE,fwdbtn,fwdbtn
1,2025-11-26T21:02:59Z,Softly,Karan Aujla,Making Memories,,206373,FALSE,TRUE,FALSE,FALSE,trackdone,trackdone
1,2025-11-26T21:34:18Z,Phir Le Aaya Dil,Arijit Singh,Barfi!,,118921,TRUE,FALSE,FALSE,FALSE,trackdone,fwdbtn
1,2025-11-26T22:15:31Z,Agar Tum Saath Ho,Alka Yagnik,Tamasha,,152179,FALSE,TRUE,FALSE,FALSE,trackdone,endplay
1,2025-11-29T07:01:39Z,Heeriye,Jasleen Royal,Heeriye,,215539,FALSE,FALSE,FALSE,FALSE,trackdone,trackdone
1,2025-11-29T13:14:11Z,Satranga,Arijit Singh,Animal,,61628,TRUE,FALSE,FALSE,FALSE,trackdone,fwdbtn
1,2025-11-29T18:24:40Z,Night Changes,One Direction,FOUR,,162686,FALSE,FALSE,FALSE,FALSE,clickrow,endplay
1,2025-11-30T17:58:19Z,Heeriye,Jasleen Royal,Heeriye,,217194,FALSE,TRUE,FALSE,FALSE,clickrow,trackdone
1,2025-12-01T20:12:05Z,Softly,Karan Aujla,Making Memories,,126496,TRUE,FALSE,FALSE,FALSE,trackdone,fwdbtn
1,2025-12-01T21:55:14Z,Jo Tum Mere Ho,Anuv Jain,Jo Tum Mere Ho,,35641,TRUE,TRUE,FALSE,FALSE,fwdbtn,fwdbtn
1,2025-12-02T21:17:56Z,Chaleya,Arijit Singh,Jawan,,189225,FALSE,TRUE,FALSE,FALSE,trackdone,endplay
1,2025-12-03T21:00:57Z,Phir Le Aaya Dil,Arijit Singh,Barfi!,,267603,FALSE,FALSE,FALSE,FALSE,trackdone,trackdone
1,2025-12-04T18:07:08Z,Kho Gaye Hum Kahan,Jasleen Royal,Baar Baar Dekho,,164392,FALSE,TRUE,FALSE,FALSE,trackdone,trackdone
1,2025-12-04T20:07:25Z,Phir Le Aaya Dil,Arijit Singh,Barfi!,,188768,FALSE,FALSE,TRUE,FALSE,trackdone,trackdone
1,2025-12-05T01:38:06Z,Heeriye,Jasleen Royal,Heeriye,,217323,FALSE,TRUE,FALSE,FALSE,clickrow,trackdone
1,2025-12-08T18:22:03Z,Softly,Karan Aujla,Making Memories,,190276,FALSE,FALSE,FALSE,FALSE,trackdone,trackdone
1,2025-12-10T09:23:40Z,Satranga,Arijit Singh,Animal,,173856,FALSE,TRUE,FALSE,FALSE,fwdbtn,trackdone
1,2025-12-10T20:26:14Z,Softly,Karan Aujla,Making Memories,,232541,FALSE,FALSE,FALSE,FALSE,backbtn,trackdone
1,2025-12-12T22:18:28Z,Raabta,Arijit Singh,Agent Vinod,,173786,FALSE,FALSE,FALSE,FALSE,trackdone,trackdone
1,2025-12-15T23:24:23Z,Satranga,Arijit Singh,Animal,,77906,TRUE,TRUE,FALSE,FALSE,trackdone,fwdbtn
1,2025-12-17T22:55:02Z,Satranga,Arijit Singh,Animal,,267535,FALSE,TRUE,FALSE,FALSE,trackdone,trackdone
1,2025-12-18T21:28:55Z,Raabta,Arijit Singh,Agent Vinod,,279406,FALSE,FALSE,FALSE,FALSE,fwdbtn,trackdone
1,2025-12-20T13:49:49Z,Softly,Karan Aujla,Making Memories,,205737,FALSE,FALSE,FALSE,FALSE,trackdone,endplay
1,2025-12-20T21:21:20Z,Someone You Loved,Lewis Capaldi,Divinely Uninspired,,205821,FALSE,FALSE,FALSE,FALSE,backbtn,trackdone
1,2025-12-21T22:10:38Z,Perfect,Ed Sheeran,Divide,,119629,TRUE,TRUE,FALSE,FALSE,trackdone,fwdbtn
1,2025-12-23T01:00:42Z,Satranga,Arijit Singh,Animal,,243143,FALSE,FALSE,FALSE,FALSE,clickrow,trackdone
1,2025-12-23T17:37:21Z,Raabta,Arijit Singh,Agent Vinod,,79014,TRUE,TRUE,FALSE,FALSE,appload,fwdbtn
1,2025-12-23T22:20:44Z,Satranga,Arijit Singh,Animal,,259414,FALSE,FALSE,FALSE,FALSE,backbtn,trackdone
1,2025-12-26T18:35:06Z,Heeriye,Jasleen Royal,Heeriye,,222114,FALSE,FALSE,FALSE,FALSE,fwdbtn,trackdone
1,2025-12-28T17:25:06Z,Satranga,Arijit Singh,Animal,,153335,FALSE,TRUE,FALSE,FALSE,trackdone,trackdone
1,2025-12-28T18:42:34Z,Heeriye,Jasleen Royal,Heeriye,,179166,FALSE,TRUE,FALSE,FALSE,trackdone,trackdone
1,2025-12-28T20:40:10Z,Ilahi,Arijit Singh,Yeh Jawaani Hai Deewani,,38436,TRUE,FALSE,FALSE,FALSE,clickrow,fwdbtn
1,2025-12-29T21:23:40Z,Agar Tum Saath Ho,Alka Yagnik,Tamasha,,37827,TRUE,TRUE,FALSE,FALSE,trackdone,fwdbtn
1,2025-12-30T21:32:02Z,Raabta,Arijit Singh,Agent Vinod,,158227,FALSE,FALSE,FALSE,FALSE,clickrow,trackdone
1,2025-12-31T07:53:07Z,Heat Waves,Glass Animals,Dreamland,,106049,TRUE,TRUE,FALSE,FALSE,trackdone,fwdbtn
1,2025-12-31T20:22:01Z,Sunflower,Post Malone,Hollywoods Bleeding,,227021,FALSE,TRUE,FALSE,FALSE,clickrow,trackdone
1,2025-12-31T20:24:22Z,Heeriye,Jasleen Royal,Heeriye,,168527,FALSE,TRUE,FALSE,FALSE,appload,endplay
1,2026-01-02T18:00:26Z,Satranga,Arijit Singh,Animal,,206533,FALSE,FALSE,FALSE,FALSE,trackdone,trackdone
1,2026-01-03T00:29:32Z,Kho Gaye Hum Kahan,Jasleen Royal,Baar Baar Dekho,,59764,TRUE,TRUE,FALSE,FALSE,trackdone,fwdbtn
1,2026-01-03T12:16:05Z,Sunflower,Post Malone,Hollywoods Bleeding,,35972,TRUE,TRUE,FALSE,FALSE,trackdone,fwdbtn
1,2026-01-06T23:05:31Z,lovely,Billie Eilish,lovely,,212356,FALSE,TRUE,FALSE,FALSE,clickrow,trackdone
1,2026-01-07T23:31:06Z,Ranjha,B Praak,Shershaah,,51624,TRUE,FALSE,FALSE,TRUE,clickrow,fwdbtn
1,2026-01-08T23:45:23Z,Ranjha,B Praak,Shershaah,,176484,FALSE,TRUE,FALSE,FALSE,trackdone,trackdone
1,2026-01-09T01:44:52Z,Kesariya,Arijit Singh,Brahmastra,,250345,FALSE,FALSE,TRUE,TRUE,appload,trackdone
1,2026-01-09T20:58:18Z,Softly,Karan Aujla,Making Memories,,172070,TRUE,TRUE,FALSE,FALSE,trackdone,fwdbtn
1,2026-01-09T21:50:58Z,Heeriye,Jasleen Royal,Heeriye,,196435,FALSE,TRUE,TRUE,FALSE,trackdone,trackdone
1,2026-01-09T22:08:37Z,Kesariya,Arijit Singh,Brahmastra,,154252,FALSE,FALSE,FALSE,FALSE,fwdbtn,trackdone
1,2026-01-12T08:54:40Z,Obsessed,Riar Saab,Obsessed,,102088,TRUE,FALSE,FALSE,FALSE,trackdone,fwdbtn
1,2026-01-13T22:57:00Z,Obsessed,Riar Saab,Obsessed,,20209,TRUE,TRUE,FALSE,FALSE,trackdone,fwdbtn
1,2026-01-14T20:11:59Z,Softly,Karan Aujla,Making Memories,,83339,TRUE,TRUE,FALSE,FALSE,trackdone,fwdbtn
1,2026-01-14T22:37:12Z,Tum Se Hi,Mohit Chauhan,Jab We Met,,192140,FALSE,FALSE,FALSE,FALSE,clickrow,trackdone
1,2026-01-15T18:49:49Z,Kho Gaye Hum Kahan,Jasleen Royal,Baar Baar Dekho,,220647,FALSE,TRUE,FALSE,FALSE,clickrow,trackdone
1,2026-01-16T22:40:51Z,Soulmate,Badshah,Ek Tha Raja,,255956,FALSE,FALSE,TRUE,FALSE,appload,trackdone
1,2026-01-17T21:15:28Z,Ranjha,B Praak,Shershaah,,48921,TRUE,FALSE,FALSE,FALSE,fwdbtn,fwdbtn
1,2026-01-18T13:48:08Z,Perfect,Ed Sheeran,Divide,,139792,TRUE,TRUE,FALSE,FALSE,trackdone,fwdbtn
1,2026-01-19T00:49:12Z,Kesariya,Arijit Singh,Brahmastra,,183712,FALSE,TRUE,FALSE,FALSE,trackdone,trackdone
1,2026-01-20T00:40:54Z,Heat Waves,Glass Animals,Dreamland,,211998,FALSE,FALSE,TRUE,FALSE,clickrow,trackdone
1,2026-01-21T17:58:49Z,Soulmate,Badshah,Ek Tha Raja,,82190,TRUE,FALSE,FALSE,FALSE,clickrow,fwdbtn
1,2026-01-22T22:18:50Z,Agar Tum Saath Ho,Alka Yagnik,Tamasha,,153685,FALSE,FALSE,FALSE,FALSE,clickrow,endplay
1,2026-01-23T20:22:06Z,Heat Waves,Glass Animals,Dreamland,,134271,TRUE,FALSE,FALSE,FALSE,fwdbtn,fwdbtn
1,2026-01-23T20:24:16Z,Night Changes,One Direction,FOUR,,110182,TRUE,TRUE,TRUE,FALSE,clickrow,fwdbtn
1,2026-01-25T18:20:21Z,Blinding Lights,The Weeknd,After Hours,,222129,FALSE,FALSE,FALSE,FALSE,trackdone,trackdone
1,2026-01-25T21:17:39Z,Kho Gaye Hum Kahan,Jasleen Royal,Baar Baar Dekho,,72111,TRUE,TRUE,FALSE,FALSE,fwdbtn,fwdbtn
1,2026-01-27T13:06:01Z,Apna Bana Le,Arijit Singh,Bhediya,,135578,FALSE,TRUE,FALSE,FALSE,clickrow,trackdone
1,2026-01-28T22:53:01Z,Maan Meri Jaan,King,Champagne Talk,,178273,FALSE,TRUE,FALSE,FALSE,trackdone,trackdone
1,2026-01-29T21:50:57Z,Soulmate,Badshah,Ek Tha Raja,,258518,FALSE,TRUE,FALSE,FALSE,trackdone,trackdone
1,2026-01-31T07:16:04Z,Soulmate,Badshah,Ek Tha Raja,,108410,TRUE,TRUE,FALSE,FALSE,trackdone,fwdbtn
1,2026-01-31T20:31:55Z,Kho Gaye Hum Kahan,Jasleen Royal,Baar Baar Dekho,,56193,TRUE,TRUE,FALSE,FALSE,fwdbtn,fwdbtn
1,2026-01-31T22:11:35Z,Agar Tum Saath Ho,Alka Yagnik,Tamasha,,212717,FALSE,TRUE,FALSE,FALSE,trackdone,trackdone
1,2026-01-31T23:31:08Z,Agar Tum Saath Ho,Alka Yagnik,Tamasha,,183077,FALSE,FALSE,FALSE,FALSE,trackdone,trackdone
1,2026-02-01T23:55:51Z,Heeriye,Jasleen Royal,Heeriye,,230949,FALSE,TRUE,FALSE,TRUE,backbtn,trackdone
1,2026-02-02T13:26:17Z,Brown Munde,AP Dhillon,Brown Munde,,26516,TRUE,FALSE,FALSE,FALSE,trackdone,fwdbtn
1,2026-02-02T18:15:44Z,As It Was,Harry Styles,Harrys House,,166296,TRUE,FALSE,TRUE,FALSE,trackdone,fwdbtn
1,2026-02-02T23:46:02Z,Phir Le Aaya Dil,Arijit Singh,Barfi!,,54754,TRUE,FALSE,FALSE,FALSE,fwdbtn,fwdbtn
1,2026-02-04T08:06:31Z,Heat Waves,Glass Animals,Dreamland,,39452,TRUE,FALSE,FALSE,FALSE,trackdone,fwdbtn
1,2026-02-04T18:58:54Z,Phir Le Aaya Dil,Arijit Singh,Barfi!,,149755,FALSE,TRUE,FALSE,FALSE,trackdone,trackdone
1,2026-02-05T13:36:23Z,Heat Waves,Glass Animals,Dreamland,,236380,FALSE,FALSE,FALSE,FALSE,fwdbtn,trackdone
1,2026-02-05T17:23:40Z,Soulmate,Badshah,Ek Tha Raja,,48884,TRUE,FALSE,FALSE,FALSE,appload,fwdbtn
1,2026-02-05T18:52:57Z,Heeriye,Jasleen Royal,Heeriye,,164084,FALSE,FALSE,FALSE,FALSE,appload,trackdone
1,2026-02-06T07:52:32Z,Apna Bana Le,Arijit Singh,Bhediya,,110725,TRUE,FALSE,FALSE,FALSE,trackdone,fwdbtn
1,2026-02-10T18:53:59Z,Phir Le Aaya Dil,Arijit Singh,Barfi!,,188114,FALSE,FALSE,TRUE,TRUE,fwdbtn,trackdone
1,2026-02-10T22:04:56Z,Heeriye,Jasleen Royal,Heeriye,,134172,FALSE,FALSE,FALSE,FALSE,trackdone,trackdone
1,2026-02-10T22:45:20Z,Kho Gaye Hum Kahan,Jasleen Royal,Baar Baar Dekho,,150221,FALSE,TRUE,FALSE,FALSE,clickrow,trackdone
1,2026-02-11T22:26:26Z,As It Was,Harry Styles,Harrys House,,245296,FALSE,FALSE,FALSE,FALSE,trackdone,trackdone
1,2026-02-12T23:13:45Z,Heeriye,Jasleen Royal,Heeriye,,138769,FALSE,FALSE,FALSE,FALSE,clickrow,trackdone
1,2026-02-14T21:18:22Z,Raabta,Arijit Singh,Agent Vinod,,209319,FALSE,FALSE,FALSE,FALSE,clickrow,endplay
1,2026-02-14T21:51:42Z,O Maahi,Arijit Singh,Dunki,,159189,FALSE,FALSE,FALSE,FALSE,trackdone,trackdone
1,2026-02-15T22:05:37Z,Satranga,Arijit Singh,Animal,,243619,FALSE,TRUE,FALSE,FALSE,appload,endplay
1,2026-02-15T23:53:16Z,Agar Tum Saath Ho,Alka Yagnik,Tamasha,,220084,FALSE,TRUE,FALSE,TRUE,trackdone,trackdone
1,2026-02-17T07:58:06Z,Satranga,Arijit Singh,Animal,,216023,FALSE,FALSE,FALSE,FALSE,appload,endplay
1,2026-02-17T20:53:45Z,Softly,Karan Aujla,Making Memories,,123188,TRUE,TRUE,FALSE,FALSE,trackdone,fwdbtn
1,2026-02-19T23:50:34Z,Tum Se Hi,Mohit Chauhan,Jab We Met,,231019,FALSE,FALSE,FALSE,FALSE,fwdbtn,trackdone
1,2026-02-22T21:06:45Z,Raabta,Arijit Singh,Agent Vinod,,183687,FALSE,FALSE,FALSE,FALSE,appload,trackdone
1,2026-02-23T09:49:49Z,Ranjha,B Praak,Shershaah,,70439,TRUE,FALSE,FALSE,FALSE,trackdone,fwdbtn
1,2026-02-24T23:09:11Z,Kho Gaye Hum Kahan,Jasleen Royal,Baar Baar Dekho,,233548,FALSE,TRUE,FALSE,FALSE,backbtn,trackdone
1,2026-02-27T22:07:55Z,Apna Bana Le,Arijit Singh,Bhediya,,214563,FALSE,TRUE,FALSE,FALSE,trackdone,endplay
1,2026-02-28T01:31:24Z,Phir Le Aaya Dil,Arijit Singh,Barfi!,,68629,TRUE,TRUE,FALSE,FALSE,clickrow,fwdbtn
1,2026-03-01T21:21:42Z,Phir Le Aaya Dil,Arijit Singh,Barfi!,,39245,TRUE,TRUE,FALSE,FALSE,clickrow,fwdbtn
1,2026-03-01T23:49:19Z,Someone You Loved,Lewis Capaldi,Divinely Uninspired,,266721,FALSE,FALSE,TRUE,FALSE,fwdbtn,trackdone
1,2026-03-02T12:32:44Z,Perfect,Ed Sheeran,Divide,,71647,TRUE,FALSE,FALSE,FALSE,clickrow,fwdbtn
1,2026-03-02T20:41:59Z,Obsessed,Riar Saab,Obsessed,,132672,FALSE,TRUE,FALSE,FALSE,backbtn,trackdone
1,2026-03-02T21:47:00Z,Kesariya,Arijit Singh,Brahmastra,,67834,TRUE,TRUE,FALSE,FALSE,trackdone,fwdbtn
1,2026-03-02T22:29:40Z,Chaleya,Arijit Singh,Jawan,,115096,TRUE,FALSE,FALSE,FALSE,trackdone,fwdbtn
1,2026-03-03T01:23:54Z,Satranga,Arijit Singh,Animal,,212245,FALSE,FALSE,FALSE,FALSE,trackdone,trackdone
1,2026-03-04T17:43:06Z,Phir Le Aaya Dil,Arijit Singh,Barfi!,,112731,TRUE,FALSE,FALSE,FALSE,clickrow,fwdbtn
1,2026-03-04T21:18:30Z,Kesariya,Arijit Singh,Brahmastra,,54171,TRUE,FALSE,FALSE,FALSE,appload,fwdbtn
1,2026-03-06T00:44:07Z,Apna Bana Le,Arijit Singh,Bhediya,,58980,TRUE,FALSE,FALSE,FALSE,clickrow,fwdbtn
1,2026-03-06T12:25:37Z,Kho Gaye Hum Kahan,Jasleen Royal,Baar Baar Dekho,,165784,FALSE,TRUE,FALSE,FALSE,clickrow,trackdone
1,2026-03-06T22:58:09Z,Raabta,Arijit Singh,Agent Vinod,,225109,FALSE,TRUE,FALSE,FALSE,clickrow,trackdone
1,2026-03-07T01:27:53Z,Perfect,Ed Sheeran,Divide,,205967,FALSE,TRUE,FALSE,FALSE,trackdone,trackdone
1,2026-03-07T01:40:46Z,Softly,Karan Aujla,Making Memories,,196326,FALSE,TRUE,FALSE,FALSE,trackdone,trackdone
1,2026-03-07T21:13:21Z,Phir Le Aaya Dil,Arijit Singh,Barfi!,,180391,FALSE,FALSE,FALSE,FALSE,trackdone,trackdone
1,2026-03-08T23:29:14Z,Heeriye,Jasleen Royal,Heeriye,,163046,FALSE,FALSE,FALSE,FALSE,trackdone,trackdone
1,2026-03-10T18:50:54Z,Phir Le Aaya Dil,Arijit Singh,Barfi!,,243086,FALSE,FALSE,FALSE,TRUE,clickrow,trackdone
1,2026-03-11T00:15:07Z,Sunflower,Post Malone,Hollywoods Bleeding,,140853,FALSE,TRUE,FALSE,FALSE,trackdone,trackdone
1,2026-03-11T20:14:36Z,As It Was,Harry Styles,Harrys House,,224722,FALSE,FALSE,FALSE,FALSE,appload,trackdone
1,2026-03-11T22:37:36Z,Kesariya,Arijit Singh,Brahmastra,,174766,FALSE,TRUE,FALSE,FALSE,trackdone,trackdone
1,2026-03-11T23:48:06Z,Maan Meri Jaan,King,Champagne Talk,,38994,TRUE,TRUE,FALSE,FALSE,clickrow,fwdbtn
1,2026-03-13T20:19:09Z,Heat Waves,Glass Animals,Dreamland,,114041,TRUE,FALSE,FALSE,FALSE,trackdone,fwdbtn
1,2026-03-14T21:37:41Z,Blinding Lights,The Weeknd,After Hours,,66656,TRUE,FALSE,FALSE,FALSE,clickrow,fwdbtn
1,2026-03-14T23:33:45Z,Tum Se Hi,Mohit Chauhan,Jab We Met,,107379,TRUE,TRUE,FALSE,FALSE,trackdone,fwdbtn
1,2026-03-16T13:31:57Z,O Maahi,Arijit Singh,Dunki,,16275,TRUE,FALSE,FALSE,FALSE,fwdbtn,fwdbtn
1,2026-03-18T13:30:54Z,Ranjha,B Praak,Shershaah,,186706,FALSE,TRUE,TRUE,FALSE,trackdone,trackdone
1,2026-03-18T22:44:02Z,Heeriye,Jasleen Royal,Heeriye,,56738,TRUE,TRUE,FALSE,FALSE,fwdbtn,fwdbtn
1,2026-03-20T20:51:55Z,Softly,Karan Aujla,Making Memories,,134641,FALSE,FALSE,FALSE,FALSE,trackdone,trackdone
1,2026-03-20T22:25:01Z,Chaleya,Arijit Singh,Jawan,,213973,FALSE,FALSE,FALSE,FALSE,trackdone,trackdone
1,2026-03-21T09:54:59Z,Raabta,Arijit Singh,Agent Vinod,,160586,FALSE,FALSE,FALSE,FALSE,trackdone,trackdone
1,2026-03-21T21:32:38Z,Softly,Karan Aujla,Making Memories,,181086,FALSE,FALSE,FALSE,FALSE,fwdbtn,trackdone
1,2026-03-22T23:58:34Z,Kesariya,Arijit Singh,Brahmastra,,43746,TRUE,FALSE,FALSE,FALSE,clickrow,fwdbtn
1,2026-03-23T01:19:01Z,Kesariya,Arijit Singh,Brahmastra,,104746,TRUE,FALSE,FALSE,TRUE,trackdone,fwdbtn
1,2026-03-23T21:40:33Z,Kho Gaye Hum Kahan,Jasleen Royal,Baar Baar Dekho,,151106,TRUE,FALSE,FALSE,FALSE,trackdone,fwdbtn
1,2026-03-23T23:01:36Z,Phir Le Aaya Dil,Arijit Singh,Barfi!,,260584,FALSE,FALSE,FALSE,FALSE,trackdone,trackdone
1,2026-03-25T08:49:23Z,Raabta,Arijit Singh,Agent Vinod,,229113,FALSE,TRUE,FALSE,FALSE,trackdone,trackdone
1,2026-03-28T20:17:31Z,Raabta,Arijit Singh,Agent Vinod,,56795,TRUE,FALSE,FALSE,FALSE,trackdone,fwdbtn
1,2026-04-02T00:00:19Z,O Maahi,Arijit Singh,Dunki,,84927,TRUE,FALSE,FALSE,FALSE,trackdone,fwdbtn
1,2026-04-03T21:22:09Z,Maan Meri Jaan,King,Champagne Talk,,248927,FALSE,TRUE,FALSE,FALSE,fwdbtn,trackdone
1,2026-04-05T18:48:01Z,Brown Munde,AP Dhillon,Brown Munde,,38865,TRUE,TRUE,FALSE,FALSE,trackdone,fwdbtn
1,2026-04-05T23:38:03Z,Husn,Anuv Jain,Husn,,205287,FALSE,TRUE,FALSE,FALSE,appload,trackdone
1,2026-04-06T20:19:01Z,Someone You Loved,Lewis Capaldi,Divinely Uninspired,,85557,TRUE,FALSE,FALSE,FALSE,trackdone,fwdbtn
1,2026-04-07T08:41:54Z,Heat Waves,Glass Animals,Dreamland,,221646,FALSE,FALSE,FALSE,FALSE,backbtn,trackdone
1,2026-04-07T18:47:27Z,Heat Waves,Glass Animals,Dreamland,,232870,FALSE,FALSE,FALSE,FALSE,trackdone,trackdone
1,2026-04-09T18:40:07Z,Phir Le Aaya Dil,Arijit Singh,Barfi!,,184995,FALSE,TRUE,FALSE,FALSE,backbtn,trackdone
1,2026-04-10T00:42:05Z,Perfect,Ed Sheeran,Divide,,45127,TRUE,TRUE,FALSE,FALSE,fwdbtn,fwdbtn
1,2026-04-11T18:32:36Z,Kho Gaye Hum Kahan,Jasleen Royal,Baar Baar Dekho,,179410,FALSE,TRUE,FALSE,FALSE,clickrow,trackdone
1,2026-04-11T22:04:45Z,Jo Tum Mere Ho,Anuv Jain,Jo Tum Mere Ho,,76734,TRUE,TRUE,FALSE,FALSE,trackdone,fwdbtn
1,2026-04-11T22:17:20Z,Sunflower,Post Malone,Hollywoods Bleeding,,212050,FALSE,FALSE,FALSE,FALSE,trackdone,trackdone
1,2026-04-14T23:49:33Z,Husn,Anuv Jain,Husn,,179032,FALSE,TRUE,FALSE,FALSE,trackdone,trackdone
1,2026-04-15T13:52:05Z,As It Was,Harry Styles,Harrys House,,201374,FALSE,FALSE,FALSE,FALSE,trackdone,trackdone
1,2026-04-15T20:04:05Z,Sunflower,Post Malone,Hollywoods Bleeding,,191702,FALSE,FALSE,FALSE,FALSE,trackdone,trackdone
1,2026-04-15T21:33:50Z,Blinding Lights,The Weeknd,After Hours,,175838,FALSE,FALSE,FALSE,FALSE,clickrow,trackdone
1,2026-04-16T01:06:12Z,Husn,Anuv Jain,Husn,,194370,FALSE,FALSE,FALSE,FALSE,fwdbtn,trackdone
