member_id,timestamp,day_of_week,hour_of_day,track_name,artist,album,language,genre,ms_played,skipped,shuffle,offline,private_session,start_reason,end_reason,danceability,energy,valence,tempo,acousticness,speechiness,instrumentalness,loudness,popularity,log_ms_played,hour_binned,hour_sin,hour_cos,cluster
1,2025-11-10 12:40:55+00:00,Monday,12,Kho Gaye Hum Kahan,Jasleen Royal,Baar Baar Dekho,Hindi,Bollywood,83102,True,False,False,True,clickrow,fwdbtn,0.612,0.448,0.475,83.69,0.445,0.06,0.0,-8.22,68,11.327836081274944,Afternoon,1.2246467991473532e-16,-1.0,2
1,2025-11-10 17:13:04+00:00,Monday,17,Kesariya,Arijit Singh,Brahmastra,Hindi,Bollywood,135903,False,False,False,False,trackdone,trackdone,0.585,0.573,0.741,99.1,0.368,0.045,0.0,-6.28,82,11.819704033112998,Evening,-0.9659258262890684,-0.2588190451025206,2
1,2025-11-10 20:35:21+00:00,Monday,20,Heeriye,Jasleen Royal,Heeriye,Hindi,Hindi Pop,179195,False,False,False,False,trackdone,trackdone,0.729,0.523,0.752,98.81,0.397,0.043,0.003,-8.65,73,12.09623545784527,Evening,-0.8660254037844386,0.5000000000000001,2
1,2025-11-12 18:25:33+00:00,Wednesday,18,Kho Gaye Hum Kahan,Jasleen Royal,Baar Baar Dekho,Hindi,Bollywood,191995,False,False,False,False,appload,trackdone,0.546,0.551,0.482,89.21,0.483,0.049,0.0,-8.41,72,12.165229817459569,Evening,-1.0,-1.8369701987210294e-16,2
1,2025-11-12 18:49:19+00:00,Wednesday,18,Heeriye,Jasleen Royal,Heeriye,Hindi,Hindi Pop,252418,False,True,False,False,trackdone,endplay,0.734,0.473,0.738,92.21,0.42,0.041,0.003,-6.8,81,12.438845684153558,Evening,-1.0,-1.8369701987210294e-16,2
1,2025-11-13 17:48:15+00:00,Thursday,17,Kho Gaye Hum Kahan,Jasleen Royal,Baar Baar Dekho,Hindi,Bollywood,94887,True,True,False,False,clickrow,fwdbtn,0.596,0.467,0.514,90.95,0.499,0.055,0.012,-9.7,68,11.460452527709112,Evening,-0.9659258262890684,-0.2588190451025206,2
1,2025-11-13 22:23:56+00:00,Thursday,22,Ilahi,Arijit Singh,Yeh Jawaani Hai Deewani,Hindi,Bollywood,268208,False,True,False,False,fwdbtn,trackdone,0.621,0.74,0.824,126.41,0.167,0.05,0.0,-6.64,75,12.49952180631367,Late Night,-0.5000000000000004,0.8660254037844384,3
1,2025-11-14 20:36:41+00:00,Friday,20,lovely,Billie Eilish,lovely,English,Pop,220260,False,False,False,False,fwdbtn,trackdone,0.478,0.229,0.298,112.09,0.606,0.02,0.0,-10.21,81,12.302568485797616,Evening,-0.8660254037844386,0.5000000000000001,1
1,2025-11-14 23:21:21+00:00,Friday,23,Softly,Karan Aujla,Making Memories,Hindi,Punjabi,212631,False,False,False,False,clickrow,trackdone,0.736,0.726,0.56,125.63,0.108,0.098,0.0,-7.51,76,12.267318250966952,Late Night,-0.2588190451025215,0.965925826289068,0
1,2025-11-16 08:07:29+00:00,Sunday,8,Apna Bana Le,Arijit Singh,Bhediya,Hindi,Bollywood,158459,False,True,False,False,trackdone,trackdone,0.627,0.552,0.619,100.62,0.367,0.035,0.01,-7.12,79,11.973257474519231,Morning,0.8660254037844387,-0.4999999999999998,2
1,2025-11-16 22:40:56+00:00,Sunday,22,Kho Gaye Hum Kahan,Jasleen Royal,Baar Baar Dekho,Hindi,Bollywood,257886,False,True,False,True,trackdone,trackdone,0.611,0.422,0.539,92.63,0.43,0.04,0.0,-7.62,70,12.460276783464405,Late Night,-0.5000000000000004,0.8660254037844384,2
1,2025-11-17 08:34:32+00:00,Monday,8,Night Changes,One Direction,FOUR,English,Pop,242300,False,False,False,False,clickrow,trackdone,0.604,0.503,0.602,115.73,0.21,0.058,0.0,-6.35,76,12.397936033911249,Morning,0.8660254037844387,-0.4999999999999998,2
1,2025-11-17 21:01:55+00:00,Monday,21,lovely,Billie Eilish,lovely,English,Pop,169085,False,True,False,False,trackdone,endplay,0.473,0.301,0.217,103.55,0.671,0.066,0.007,-10.98,83,12.038162740211504,Late Night,-0.7071067811865477,0.7071067811865474,1
1,2025-11-17 22:18:38+00:00,Monday,22,Kho Gaye Hum Kahan,Jasleen Royal,Baar Baar Dekho,Hindi,Bollywood,250610,False,False,False,False,trackdone,trackdone,0.593,0.424,0.537,94.85,0.422,0.07,0.0,-7.62,78,12.431657215133596,Late Night,-0.5000000000000004,0.8660254037844384,2
1,2025-11-19 01:16:02+00:00,Wednesday,1,Phir Le Aaya Dil,Arijit Singh,Barfi!,Hindi,Bollywood,153393,False,False,False,False,clickrow,trackdone,0.44,0.363,0.288,78.04,0.799,0.045,0.0,-10.09,71,11.9407650537214,Late Night,0.2588190451025207,0.9659258262890684,1
1,2025-11-19 18:50:03+00:00,Wednesday,18,Kho Gaye Hum Kahan,Jasleen Royal,Baar Baar Dekho,Hindi,Bollywood,266007,False,False,False,False,trackdone,trackdone,0.6,0.449,0.443,93.3,0.453,0.035,0.0,-8.73,73,12.491281662499556,Evening,-1.0,-1.8369701987210294e-16,2
1,2025-11-19 22:23:32+00:00,Wednesday,22,Kho Gaye Hum Kahan,Jasleen Royal,Baar Baar Dekho,Hindi,Bollywood,203852,False,False,False,True,clickrow,endplay,0.617,0.417,0.615,99.47,0.362,0.018,0.007,-8.99,81,12.225154424842568,Late Night,-0.5000000000000004,0.8660254037844384,2
1,2025-11-20 12:55:02+00:00,Thursday,12,Blinding Lights,The Weeknd,After Hours,English,Pop,51336,True,True,False,False,clickrow,fwdbtn,0.81,0.792,0.677,173.56,0.005,0.063,0.0,-3.23,87,10.846167018748186,Afternoon,1.2246467991473532e-16,-1.0,0
1,2025-11-20 23:23:42+00:00,Thursday,23,Husn,Anuv Jain,Husn,Hindi,Indie,213674,False,False,False,False,appload,trackdone,0.419,0.314,0.415,76.2,0.674,0.035,0.003,-11.33,78,12.272211448034218,Late Night,-0.2588190451025215,0.965925826289068,1
1,2025-11-21 20:44:34+00:00,Friday,20,Kho Gaye Hum Kahan,Jasleen Royal,Baar Baar Dekho,Hindi,Bollywood,178270,False,True,False,False,trackdone,trackdone,0.546,0.446,0.531,87.99,0.479,0.039,0.0,-9.21,66,12.091060143398956,Evening,-0.8660254037844386,0.5000000000000001,2
1,2025-11-21 22:52:35+00:00,Friday,22,Softly,Karan Aujla,Making Memories,Hindi,Punjabi,197946,False,True,False,False,clickrow,trackdone,0.734,0.74,0.631,114.51,0.073,0.121,0.001,-5.95,83,12.195754597077174,Late Night,-0.5000000000000004,0.8660254037844384,0
1,2025-11-24 00:56:27+00:00,Monday,0,Apna Bana Le,Arijit Singh,Bhediya,Hindi,Bollywood,84052,True,True,False,False,fwdbtn,fwdbtn,0.633,0.509,0.67,86.94,0.394,0.059,0.013,-7.65,77,11.339202831239636,Late Night,0.0,1.0,2
1,2025-11-26 21:02:59+00:00,Wednesday,21,Softly,Karan Aujla,Making Memories,Hindi,Punjabi,206373,False,True,False,False,trackdone,trackdone,0.822,0.702,0.628,114.61,0.112,0.117,0.0,-5.4,78,12.237445335662535,Late Night,-0.7071067811865477,0.7071067811865474,0
1,2025-11-26 21:34:18+00:00,Wednesday,21,Phir Le Aaya Dil,Arijit Singh,Barfi!,Hindi,Bollywood,118921,True,False,False,False,trackdone,fwdbtn,0.421,0.358,0.138,68.51,0.849,0.05,0.004,-9.81,63,11.68622309499954,Late Night,-0.7071067811865477,0.7071067811865474,1
1,2025-11-26 22:15:31+00:00,Wednesday,22,Agar Tum Saath Ho,Alka Yagnik,Tamasha,Hindi,Bollywood,152179,False,True,False,False,trackdone,endplay,0.449,0.347,0.313,77.13,0.771,0.045,0.0,-10.24,80,11.932819309730514,Late Night,-0.5000000000000004,0.8660254037844384,1
1,2025-11-29 07:01:39+00:00,Saturday,7,Heeriye,Jasleen Royal,Heeriye,Hindi,Hindi Pop,215539,False,False,False,False,trackdone,trackdone,0.596,0.566,0.753,92.35,0.419,0.041,0.0,-9.47,79,12.280901786150825,Morning,0.9659258262890684,-0.2588190451025206,2
1,2025-11-29 13:14:11+00:00,Saturday,13,Satranga,Arijit Singh,Animal,Hindi,Bollywood,61628,True,False,False,False,trackdone,fwdbtn,0.484,0.494,0.464,81.89,0.597,0.038,0.0,-8.08,80,11.02888781796062,Afternoon,-0.2588190451025208,-0.9659258262890684,1
1,2025-11-29 18:24:40+00:00,Saturday,18,Night Changes,One Direction,FOUR,English,Pop,162686,False,False,False,False,clickrow,endplay,0.542,0.377,0.577,119.22,0.314,0.029,0.011,-6.39,90,11.999583388355326,Evening,-1.0,-1.8369701987210294e-16,2
1,2025-11-30 17:58:19+00:00,Sunday,17,Heeriye,Jasleen Royal,Heeriye,Hindi,Hindi Pop,217194,False,True,False,False,clickrow,trackdone,0.7,0.531,0.792,105.63,0.431,0.057,0.001,-7.13,76,12.28855084651912,Evening,-0.9659258262890684,-0.2588190451025206,2
1,2025-12-01 20:12:05+00:00,Monday,20,Softly,Karan Aujla,Making Memories,Hindi,Punjabi,126496,True,False,False,False,trackdone,fwdbtn,0.731,0.708,0.635,116.64,0.094,0.111,0.0,-5.54,70,11.747973871453476,Evening,-0.8660254037844386,0.5000000000000001,0
1,2025-12-01 21:55:14+00:00,Monday,21,Jo Tum Mere Ho,Anuv Jain,Jo Tum Mere Ho,Hindi,Indie,35641,True,True,False,False,fwdbtn,fwdbtn,0.514,0.336,0.373,80.3,0.687,0.047,0.0,-12.68,74,10.481279996733043,Late Night,-0.7071067811865477,0.7071067811865474,1
1,2025-12-02 21:17:56+00:00,Tuesday,21,Chaleya,Arijit Singh,Jawan,Hindi,Bollywood,189225,False,True,False,False,trackdone,endplay,0.683,0.605,0.712,102.06,0.266,0.022,0.0,-6.66,85,12.150697346877369,Late Night,-0.7071067811865477,0.7071067811865474,3
1,2025-12-03 21:00:57+00:00,Wednesday,21,Phir Le Aaya Dil,Arijit Singh,Barfi!,Hindi,Bollywood,267603,False,False,False,False,trackdone,trackdone,0.398,0.373,0.204,82.28,0.794,0.031,0.002,-12.06,62,12.497263554807605,Late Night,-0.7071067811865477,0.7071067811865474,1
1,2025-12-04 18:07:08+00:00,Thursday,18,Kho Gaye Hum Kahan,Jasleen Royal,Baar Baar Dekho,Hindi,Bollywood,164392,False,True,False,False,trackdone,trackdone,0.543,0.435,0.514,93.23,0.488,0.051,0.003,-7.09,66,12.010015181622276,Evening,-1.0,-1.8369701987210294e-16,2
1,2025-12-04 20:07:25+00:00,Thursday,20,Phir Le Aaya Dil,Arijit Singh,Barfi!,Hindi,Bollywood,188768,False,False,True,False,trackdone,trackdone,0.463,0.423,0.201,77.19,0.806,0.061,0.0,-13.2,66,12.148279324296825,Evening,-0.8660254037844386,0.5000000000000001,1
1,2025-12-05 01:38:06+00:00,Friday,1,Heeriye,Jasleen Royal,Heeriye,Hindi,Hindi Pop,217323,False,True,False,False,clickrow,trackdone,0.698,0.51,0.718,101.2,0.389,0.059,0.0,-7.08,78,12.28914460653325,Late Night,0.2588190451025207,0.9659258262890684,2
1,2025-12-08 18:22:03+00:00,Monday,18,Softly,Karan Aujla,Making Memories,Hindi,Punjabi,190276,False,False,False,False,trackdone,trackdone,0.791,0.741,0.652,125.61,0.117,0.106,0.01,-5.96,76,12.156236184182704,Evening,-1.0,-1.8369701987210294e-16,0
1,2025-12-10 09:23:40+00:00,Wednesday,9,Satranga,Arijit Singh,Animal,Hindi,Bollywood,173856,False,True,False,False,fwdbtn,trackdone,0.5,0.41,0.431,86.97,0.437,0.045,0.003,-9.23,66,12.065988401221327,Morning,0.7071067811865476,-0.7071067811865475,2
1,2025-12-10 20:26:14+00:00,Wednesday,20,Softly,Karan Aujla,Making Memories,Hindi,Punjabi,232541,False,False,False,False,backbtn,trackdone,0.772,0.723,0.652,118.13,0.079,0.089,0.0,-4.89,72,12.356826132856463,Evening,-0.8660254037844386,0.5000000000000001,0
1,2025-12-12 22:18:28+00:00,Friday,22,Raabta,Arijit Singh,Agent Vinod,Hindi,Bollywood,173786,False,False,False,False,trackdone,trackdone,0.6,0.499,0.688,95.74,0.299,0.037,0.0,-11.81,65,12.06558569039677,Late Night,-0.5000000000000004,0.8660254037844384,2
1,2025-12-15 23:24:23+00:00,Monday,23,Satranga,Arijit Singh,Animal,Hindi,Bollywood,77906,True,True,False,False,trackdone,fwdbtn,0.508,0.501,0.421,90.88,0.5,0.033,0.0,-10.95,78,11.263271086615104,Late Night,-0.2588190451025215,0.965925826289068,1
1,2025-12-17 22:55:02+00:00,Wednesday,22,Satranga,Arijit Singh,Animal,Hindi,Bollywood,267535,False,True,False,False,trackdone,trackdone,0.494,0.478,0.378,94.91,0.527,0.03,0.0,-10.45,81,12.49700941570245,Late Night,-0.5000000000000004,0.8660254037844384,1
1,2025-12-18 21:28:55+00:00,Thursday,21,Raabta,Arijit Singh,Agent Vinod,Hindi,Bollywood,279406,False,False,False,False,fwdbtn,trackdone,0.534,0.514,0.591,97.27,0.499,0.046,0.0,-8.8,73,12.54042477917763,Late Night,-0.7071067811865477,0.7071067811865474,2
1,2025-12-20 13:49:49+00:00,Saturday,13,Softly,Karan Aujla,Making Memories,Hindi,Punjabi,205737,False,False,False,False,trackdone,endplay,0.737,0.673,0.722,111.87,0.14,0.099,0.0,-5.45,74,12.234358793630676,Afternoon,-0.2588190451025208,-0.9659258262890684,0
1,2025-12-20 21:21:20+00:00,Saturday,21,Someone You Loved,Lewis Capaldi,Divinely Uninspired,English,Pop,205821,False,False,False,False,backbtn,trackdone,0.507,0.418,0.345,113.12,0.629,0.053,0.0,-7.45,73,12.234766996571516,Late Night,-0.7071067811865477,0.7071067811865474,1
1,2025-12-21 22:10:38+00:00,Sunday,22,Perfect,Ed Sheeran,Divide,English,Pop,119629,True,True,False,False,trackdone,fwdbtn,0.598,0.459,0.633,92.42,0.479,0.037,0.014,-6.89,89,11.69215892516495,Late Night,-0.5000000000000004,0.8660254037844384,2
1,2025-12-23 01:00:42+00:00,Tuesday,1,Satranga,Arijit Singh,Animal,Hindi,Bollywood,243143,False,False,False,False,clickrow,trackdone,0.507,0.446,0.359,84.55,0.557,0.04,0.0,-10.1,83,12.401409139401624,Late Night,0.2588190451025207,0.9659258262890684,1
1,2025-12-23 17:37:21+00:00,Tuesday,17,Raabta,Arijit Singh,Agent Vinod,Hindi,Bollywood,79014,True,True,False,False,appload,fwdbtn,0.538,0.524,0.552,102.56,0.386,0.039,0.003,-8.09,77,11.277392986843203,Evening,-0.9659258262890684,-0.2588190451025206,2
1,2025-12-23 22:20:44+00:00,Tuesday,22,Satranga,Arijit Singh,Animal,Hindi,Bollywood,259414,False,False,False,False,backbtn,trackdone,0.507,0.387,0.345,89.27,0.494,0.014,0.002,-10.79,76,12.46618437494437,Late Night,-0.5000000000000004,0.8660254037844384,1
1,2025-12-26 18:35:06+00:00,Friday,18,Heeriye,Jasleen Royal,Heeriye,Hindi,Hindi Pop,222114,False,False,False,False,fwdbtn,trackdone,0.672,0.495,0.705,99.39,0.443,0.02,0.008,-8.81,73,12.31095054474742,Evening,-1.0,-1.8369701987210294e-16,2
1,2025-12-28 17:25:06+00:00,Sunday,17,Satranga,Arijit Singh,Animal,Hindi,Bollywood,153335,False,True,False,False,trackdone,trackdone,0.51,0.409,0.438,79.81,0.48,0.044,0.014,-9.37,72,11.940386870950288,Evening,-0.9659258262890684,-0.2588190451025206,2
1,2025-12-28 18:42:34+00:00,Sunday,18,Heeriye,Jasleen Royal,Heeriye,Hindi,Hindi Pop,179166,False,True,False,False,trackdone,trackdone,0.687,0.618,0.773,91.09,0.469,0.051,0.008,-8.01,76,12.09607361077923,Evening,-1.0,-1.8369701987210294e-16,2
1,2025-12-28 20:40:10+00:00,Sunday,20,Ilahi,Arijit Singh,Yeh Jawaani Hai Deewani,Hindi,Bollywood,38436,True,False,False,False,clickrow,fwdbtn,0.661,0.794,0.856,118.76,0.154,0.043,0.001,-6.01,78,10.556775816334186,Evening,-0.8660254037844386,0.5000000000000001,3
1,2025-12-29 21:23:40+00:00,Monday,21,Agar Tum Saath Ho,Alka Yagnik,Tamasha,Hindi,Bollywood,37827,True,True,False,False,trackdone,fwdbtn,0.497,0.366,0.358,83.63,0.689,0.032,0.0,-11.05,88,10.540804848135403,Late Night,-0.7071067811865477,0.7071067811865474,1
1,2025-12-30 21:32:02+00:00,Tuesday,21,Raabta,Arijit Singh,Agent Vinod,Hindi,Bollywood,158227,False,False,False,False,clickrow,trackdone,0.542,0.536,0.63,91.79,0.365,0.019,0.0,-10.55,67,11.971792309805048,Late Night,-0.7071067811865477,0.7071067811865474,2
1,2025-12-31 07:53:07+00:00,Wednesday,7,Heat Waves,Glass Animals,Dreamland,English,Indie,106049,True,True,False,False,trackdone,fwdbtn,0.78,0.644,0.452,85.03,0.214,0.069,0.0,-5.11,76,11.571665959992828,Morning,0.9659258262890684,-0.2588190451025206,3
1,2025-12-31 20:22:01+00:00,Wednesday,20,Sunflower,Post Malone,Hollywoods Bleeding,English,Hip-Hop,227021,False,True,False,False,clickrow,trackdone,0.744,0.65,0.732,91.28,0.245,0.072,0.0,-7.19,95,12.33280220806702,Evening,-0.8660254037844386,0.5000000000000001,3
1,2025-12-31 20:24:22+00:00,Wednesday,20,Heeriye,Jasleen Royal,Heeriye,Hindi,Hindi Pop,168527,False,True,False,False,appload,endplay,0.715,0.541,0.705,95.25,0.373,0.027,0.0,-7.55,77,12.034857187076325,Evening,-0.8660254037844386,0.5000000000000001,2
1,2026-01-02 18:00:26+00:00,Friday,18,Satranga,Arijit Singh,Animal,Hindi,Bollywood,206533,False,False,False,False,trackdone,trackdone,0.498,0.351,0.395,79.8,0.494,0.032,0.007,-10.3,74,12.238220326740493,Evening,-1.0,-1.8369701987210294e-16,1
1,2026-01-03 00:29:32+00:00,Saturday,0,Kho Gaye Hum Kahan,Jasleen Royal,Baar Baar Dekho,Hindi,Bollywood,59764,True,True,False,False,trackdone,fwdbtn,0.543,0.479,0.498,95.84,0.503,0.043,0.006,-8.61,76,10.998175484312082,Late Night,0.0,1.0,1
1,2026-01-03 12:16:05+00:00,Saturday,12,Sunflower,Post Malone,Hollywoods Bleeding,English,Hip-Hop,35972,True,True,False,False,trackdone,fwdbtn,0.826,0.553,0.736,92.92,0.256,0.075,0.008,-6.2,83,10.490523936047545,Afternoon,1.2246467991473532e-16,-1.0,2
1,2026-01-06 23:05:31+00:00,Tuesday,23,lovely,Billie Eilish,lovely,English,Pop,212356,False,True,False,False,clickrow,trackdone,0.488,0.318,0.165,108.14,0.71,0.022,0.0,-10.87,78,12.266024099643593,Late Night,-0.2588190451025215,0.965925826289068,1
1,2026-01-07 23:31:06+00:00,Wednesday,23,Ranjha,B Praak,Shershaah,Hindi,Bollywood,51624,True,False,False,True,clickrow,fwdbtn,0.548,0.44,0.393,79.31,0.49,0.058,0.002,-8.97,76,10.851761330263336,Late Night,-0.2588190451025215,0.965925826289068,1
1,2026-01-08 23:45:23+00:00,Thursday,23,Ranjha,B Praak,Shershaah,Hindi,Bollywood,176484,False,True,False,False,trackdone,trackdone,0.521,0.513,0.329,81.45,0.549,0.047,0.0,-9.51,74,12.080991165908294,Late Night,-0.2588190451025215,0.965925826289068,1
1,2026-01-09 01:44:52+00:00,Friday,1,Kesariya,Arijit Singh,Brahmastra,Hindi,Bollywood,250345,False,False,True,True,appload,trackdone,0.63,0.567,0.738,105.99,0.389,0.054,0.0,-8.45,86,12.43059923999913,Late Night,0.2588190451025207,0.9659258262890684,2
1,2026-01-09 20:58:18+00:00,Friday,20,Softly,Karan Aujla,Making Memories,Hindi,Punjabi,172070,True,True,False,False,trackdone,fwdbtn,0.803,0.732,0.623,115.28,0.067,0.087,0.001,-6.53,63,12.055662461318624,Evening,-0.8660254037844386,0.5000000000000001,0
1,2026-01-09 21:50:58+00:00,Friday,21,Heeriye,Jasleen Royal,Heeriye,Hindi,Hindi Pop,196435,False,True,True,False,trackdone,trackdone,0.739,0.547,0.806,97.27,0.316,0.033,0.004,-7.07,76,12.188091957494224,Late Night,-0.7071067811865477,0.7071067811865474,2
1,2026-01-09 22:08:37+00:00,Friday,22,Kesariya,Arijit Singh,Brahmastra,Hindi,Bollywood,154252,False,False,False,False,fwdbtn,trackdone,0.603,0.552,0.684,91.4,0.231,0.03,0.0,-9.43,72,11.946349390525022,Late Night,-0.5000000000000004,0.8660254037844384,2
1,2026-01-12 08:54:40+00:00,Monday,8,Obsessed,Riar Saab,Obsessed,Hindi,Punjabi,102088,True,False,False,False,trackdone,fwdbtn,0.818,0.756,0.632,113.26,0.035,0.086,0.0,-5.81,69,11.533600260836412,Morning,0.8660254037844387,-0.4999999999999998,0
1,2026-01-14 20:11:59+00:00,Wednesday,20,Softly,Karan Aujla,Making Memories,Hindi,Punjabi,83339,True,True,False,False,trackdone,fwdbtn,0.739,0.797,0.484,115.71,0.082,0.093,0.0,-6.29,65,11.330683904976445,Evening,-0.8660254037844386,0.5000000000000001,0
1,2026-01-14 22:37:12+00:00,Wednesday,22,Tum Se Hi,Mohit Chauhan,Jab We Met,Hindi,Bollywood,192140,False,False,False,False,clickrow,trackdone,0.511,0.489,0.459,87.65,0.523,0.041,0.0,-12.52,84,12.165984756488545,Late Night,-0.5000000000000004,0.8660254037844384,1
1,2026-01-15 18:49:49+00:00,Thursday,18,Kho Gaye Hum Kahan,Jasleen Royal,Baar Baar Dekho,Hindi,Bollywood,220647,False,True,False,False,clickrow,trackdone,0.587,0.495,0.463,93.74,0.492,0.063,0.008,-8.5,73,12.304323950527904,Evening,-1.0,-1.8369701987210294e-16,2
1,2026-01-16 22:40:51+00:00,Friday,22,Soulmate,Badshah,Ek Tha Raja,Hindi,Hindi Pop,255956,False,False,True,False,appload,trackdone,0.704,0.553,0.669,122.08,0.295,0.096,0.008,-4.34,72,12.452764740603367,Late Night,-0.5000000000000004,0.8660254037844384,0
1,2026-01-17 21:15:28+00:00,Saturday,21,Ranjha,B Praak,Shershaah,Hindi,Bollywood,48921,True,False,False,False,fwdbtn,fwdbtn,0.473,0.519,0.372,89.42,0.565,0.043,0.0,-11.32,75,10.797982472039823,Late Night,-0.7071067811865477,0.7071067811865474,1
1,2026-01-18 13:48:08+00:00,Sunday,13,Perfect,Ed Sheeran,Divide,English,Pop,139792,True,True,False,False,trackdone,fwdbtn,0.616,0.459,0.732,96.35,0.363,0.06,0.0,-6.95,82,11.847918035997468,Afternoon,-0.2588190451025208,-0.9659258262890684,2
1,2026-01-19 00:49:12+00:00,Monday,0,Kesariya,Arijit Singh,Brahmastra,Hindi,Bollywood,183712,False,True,False,False,trackdone,trackdone,0.635,0.62,0.776,105.19,0.253,0.037,0.0,-6.85,84,12.12113003625511,Late Night,0.0,1.0,3
1,2026-01-20 00:40:54+00:00,Tuesday,0,Heat Waves,Glass Animals,Dreamland,English,Indie,211998,False,False,True,False,clickrow,trackdone,0.774,0.648,0.574,86.2,0.14,0.046,0.003,-8.02,84,12.264336836661892,Late Night,0.0,1.0,3
1,2026-01-21 17:58:49+00:00,Wednesday,17,Soulmate,Badshah,Ek Tha Raja,Hindi,Hindi Pop,82190,True,False,False,False,clickrow,fwdbtn,0.74,0.636,0.662,113.53,0.168,0.097,0.002,-7.3,71,11.316801085998812,Evening,-0.9659258262890684,-0.2588190451025206,0
1,2026-01-22 22:18:50+00:00,Thursday,22,Agar Tum Saath Ho,Alka Yagnik,Tamasha,Hindi,Bollywood,153685,False,False,False,False,clickrow,endplay,0.445,0.432,0.32,68.55,0.688,0.022,0.0,-11.68,81,11.942666838845852,Late Night,-0.5000000000000004,0.8660254037844384,1
