member_id,timestamp,day_of_week,hour_of_day,track_name,artist,album,language,genre,ms_played,skipped,shuffle,offline,private_session,start_reason,end_reason,danceability,energy,valence,tempo,acousticness,speechiness,instrumentalness,loudness,popularity
1,2025-11-22T12:44:06Z,Saturday,12,Apna Bana Le,Arijit Singh,Bhediya,Hindi,Bollywood,22346,True,False,False,False,trackdone,fwdbtn,0.617,0.562,0.648,94.28,0.39,0.044,0.0,-9.58,70
1,2025-11-24T00:56:27Z,Monday,0,Apna Bana Le,Arijit Singh,Bhediya,Hindi,Bollywood,84052,True,True,False,False,fwdbtn,fwdbtn,0.633,0.509,0.67,86.94,0.394,0.059,0.013,-7.65,77
1,2025-11-26T21:02:59Z,Wednesday,21,Softly,Karan Aujla,Making Memories,Hindi,Punjabi,206373,False,True,False,False,trackdone,trackdone,0.822,0.702,0.628,114.61,0.112,0.117,0.0,-5.4,78
1,2025-11-26T21:34:18Z,Wednesday,21,Phir Le Aaya Dil,Arijit Singh,Barfi!,Hindi,Bollywood,118921,True,False,False,False,trackdone,fwdbtn,0.421,0.358,0.138,68.51,0.849,0.05,0.004,-9.81,63
1,2025-11-26T22:15:31Z,Wednesday,22,Agar Tum Saath Ho,Alka Yagnik,Tamasha,Hindi,Bollywood,152179,False,True,False,False,trackdone,endplay,0.449,0.347,0.313,77.13,0.771,0.045,0.0,-10.24,80
1,2025-11-29T07:01:39Z,Saturday,7,Heeriye,Jasleen Royal,Heeriye,Hindi,Hindi Pop,215539,False,False,False,False,trackdone,trackdone,0.596,0.566,0.753,92.35,0.419,0.041,0.0,-9.47,79
1,2025-11-29T13:14:11Z,Saturday,13,Satranga,Arijit Singh,Animal,Hindi,Bollywood,61628,True,False,False,False,trackdone,fwdbtn,0.484,0.494,0.464,81.89,0.597,0.038,0.0,-8.08,80
1,2025-11-29T18:24:40Z,Saturday,18,Night Changes,One Direction,FOUR,English,Pop,162686,False,False,False,False,clickrow,endplay,0.542,0.377,0.577,119.22,0.314,0.029,0.011,-6.39,90
1,2025-11-30T17:58:19Z,Sunday,17,Heeriye,Jasleen Royal,Heeriye,Hindi,Hindi Pop,217194,False,True,False,False,clickrow,trackdone,0.7,0.531,0.792,105.63,0.431,0.057,0.001,-7.13,76
1,2025-12-01T20:12:05Z,Monday,20,Softly,Karan Aujla,Making Memories,Hindi,Punjabi,126496,True,False,False,False,trackdone,fwdbtn,0.731,0.708,0.635,116.64,0.094,0.111,0.0,-5.54,70
1,2025-12-01T21:55:14Z,Monday,21,Jo Tum Mere Ho,Anuv Jain,Jo Tum Mere Ho,Hindi,Indie,35641,True,True,False,False,fwdbtn,fwdbtn,0.514,0.336,0.373,80.3,0.687,0.047,0.0,-12.68,74
1,2025-12-02T21:17:56Z,Tuesday,21,Chaleya,Arijit Singh,Jawan,Hindi,Bollywood,189225,False,True,False,False,trackdone,endplay,0.683,0.605,0.712,102.06,0.266,0.022,0.0,-6.66,85
1,2025-12-03T21:00:57Z,Wednesday,21,Phir Le Aaya Dil,Arijit Singh,Barfi!,Hindi,Bollywood,267603,False,False,False,False,trackdone,trackdone,0.398,0.373,0.204,82.28,0.794,0.031,0.002,-12.06,62
1,2025-12-04T18:07:08Z,Thursday,18,Kho Gaye Hum Kahan,Jasleen Royal,Baar Baar Dekho,Hindi,Bollywood,164392,False,True,False,False,trackdone,trackdone,0.543,0.435,0.514,93.23,0.488,0.051,0.003,-7.09,66
1,2025-12-04T20:07:25Z,Thursday,20,Phir Le Aaya Dil,Arijit Singh,Barfi!,Hindi,Bollywood,188768,False,False,True,False,trackdone,trackdone,0.463,0.423,0.201,77.19,0.806,0.061,0.0,-13.2,66
1,2025-12-05T01:38:06Z,Friday,1,Heeriye,Jasleen Royal,Heeriye,Hindi,Hindi Pop,217323,False,True,False,False,clickrow,trackdone,0.698,0.51,0.718,101.2,0.389,0.059,0.0,-7.08,78
1,2025-12-08T18:22:03Z,Monday,18,Softly,Karan Aujla,Making Memories,Hindi,Punjabi,190276,False,False,False,False,trackdone,trackdone,0.791,0.741,0.652,125.61,0.117,0.106,0.01,-5.96,76
1,2025-12-10T09:23:40Z,Wednesday,9,Satranga,Arijit Singh,Animal,Hindi,Bollywood,173856,False,True,False,False,fwdbtn,trackdone,0.5,0.41,0.431,86.97,0.437,0.045,0.003,-9.23,66
1,2025-12-10T20:26:14Z,Wednesday,20,Softly,Karan Aujla,Making Memories,Hindi,Punjabi,232541,False,False,False,False,backbtn,trackdone,0.772,0.723,0.652,118.13,0.079,0.089,0.0,-4.89,72
1,2025-12-12T22:18:28Z,Friday,22,Raabta,Arijit Singh,Agent Vinod,Hindi,Bollywood,173786,False,False,False,False,trackdone,trackdone,0.6,0.499,0.688,95.74,0.299,0.037,0.0,-11.81,65
1,2025-12-15T23:24:23Z,Monday,23,Satranga,Arijit Singh,Animal,Hindi,Bollywood,77906,True,True,False,False,trackdone,fwdbtn,0.508,0.501,0.421,90.88,0.5,0.033,0.0,-10.95,78
1,2025-12-17T22:55:02Z,Wednesday,22,Satranga,Arijit Singh,Animal,Hindi,Bollywood,267535,False,True,False,False,trackdone,trackdone,0.494,0.478,0.378,94.91,0.527,0.03,0.0,-10.45,81
1,2025-12-18T21:28:55Z,Thursday,21,Raabta,Arijit Singh,Agent Vinod,Hindi,Bollywood,279406,False,False,False,False,fwdbtn,trackdone,0.534,0.514,0.591,97.27,0.499,0.046,0.0,-8.8,73
1,2025-12-20T13:49:49Z,Saturday,13,Softly,Karan Aujla,Making Memories,Hindi,Punjabi,205737,False,False,False,False,trackdone,endplay,0.737,0.673,0.722,111.87,0.14,0.099,0.0,-5.45,74
1,2025-12-20T21:21:20Z,Saturday,21,Someone You Loved,Lewis Capaldi,Divinely Uninspired,English,Pop,205821,False,False,False,False,backbtn,trackdone,0.507,0.418,0.345,113.12,0.629,0.053,0.0,-7.45,73
1,2025-12-21T22:10:38Z,Sunday,22,Perfect,Ed Sheeran,Divide,English,Pop,119629,True,True,False,False,trackdone,fwdbtn,0.598,0.459,0.633,92.42,0.479,0.037,0.014,-6.89,89
1,2025-12-23T01:00:42Z,Tuesday,1,Satranga,Arijit Singh,Animal,Hindi,Bollywood,243143,False,False,False,False,clickrow,trackdone,0.507,0.446,0.359,84.55,0.557,0.04,0.0,-10.1,83
1,2025-12-23T17:37:21Z,Tuesday,17,Raabta,Arijit Singh,Agent Vinod,Hindi,Bollywood,79014,True,True,False,False,appload,fwdbtn,0.538,0.524,0.552,102.56,0.386,0.039,0.003,-8.09,77
1,2025-12-23T22:20:44Z,Tuesday,22,Satranga,Arijit Singh,Animal,Hindi,Bollywood,259414,False,False,False,False,backbtn,trackdone,0.507,0.387,0.345,89.27,0.494,0.014,0.002,-10.79,76
1,2025-12-26T18:35:06Z,Friday,18,Heeriye,Jasleen Royal,Heeriye,Hindi,Hindi Pop,222114,False,False,False,False,fwdbtn,trackdone,0.672,0.495,0.705,99.39,0.443,0.02,0.008,-8.81,73
1,2025-12-28T17:25:06Z,Sunday,17,Satranga,Arijit Singh,Animal,Hindi,Bollywood,153335,False,True,False,False,trackdone,trackdone,0.51,0.409,0.438,79.81,0.48,0.044,0.014,-9.37,72
1,2025-12-28T18:42:34Z,Sunday,18,Heeriye,Jasleen Royal,Heeriye,Hindi,Hindi Pop,179166,False,True,False,False,trackdone,trackdone,0.687,0.618,0.773,91.09,0.469,0.051,0.008,-8.01,76
1,2025-12-28T20:40:10Z,Sunday,20,Ilahi,Arijit Singh,Yeh Jawaani Hai Deewani,Hindi,Bollywood,38436,True,False,False,False,clickrow,fwdbtn,0.661,0.794,0.856,118.76,0.154,0.043,0.001,-6.01,78
1,2025-12-29T21:23:40Z,Monday,21,Agar Tum Saath Ho,Alka Yagnik,Tamasha,Hindi,Bollywood,37827,True,True,False,False,trackdone,fwdbtn,0.497,0.366,0.358,83.63,0.689,0.032,0.0,-11.05,88
1,2025-12-30T21:32:02Z,Tuesday,21,Raabta,Arijit Singh,Agent Vinod,Hindi,Bollywood,158227,False,False,False,False,clickrow,trackdone,0.542,0.536,0.63,91.79,0.365,0.019,0.0,-10.55,67
1,2025-12-31T07:53:07Z,Wednesday,7,Heat Waves,Glass Animals,Dreamland,English,Indie,106049,True,True,False,False,trackdone,fwdbtn,0.78,0.644,0.452,85.03,0.214,0.069,0.0,-5.11,76
1,2025-12-31T20:22:01Z,Wednesday,20,Sunflower,Post Malone,Hollywoods Bleeding,English,Hip-Hop,227021,False,True,False,False,clickrow,trackdone,0.744,0.65,0.732,91.28,0.245,0.072,0.0,-7.19,95
1,2025-12-31T20:24:22Z,Wednesday,20,Heeriye,Jasleen Royal,Heeriye,Hindi,Hindi Pop,168527,False,True,False,False,appload,endplay,0.715,0.541,0.705,95.25,0.373,0.027,0.0,-7.55,77
1,2026-01-02T18:00:26Z,Friday,18,Satranga,Arijit Singh,Animal,Hindi,Bollywood,206533,False,False,False,False,trackdone,trackdone,0.498,0.351,0.395,79.8,0.494,0.032,0.007,-10.3,74
1,2026-01-03T00:29:32Z,Saturday,0,Kho Gaye Hum Kahan,Jasleen Royal,Baar Baar Dekho,Hindi,Bollywood,59764,True,True,False,False,trackdone,fwdbtn,0.543,0.479,0.498,95.84,0.503,0.043,0.006,-8.61,76
1,2026-01-03T12:16:05Z,Saturday,12,Sunflower,Post Malone,Hollywoods Bleeding,English,Hip-Hop,35972,True,True,False,False,trackdone,fwdbtn,0.826,0.553,0.736,92.92,0.256,0.075,0.008,-6.2,83
1,2026-01-06T23:05:31Z,Tuesday,23,lovely,Billie Eilish,lovely,English,Pop,212356,False,True,False,False,clickrow,trackdone,0.488,0.318,0.165,108.14,0.71,0.022,0.0,-10.87,78
1,2026-01-07T23:31:06Z,Wednesday,23,Ranjha,B Praak,Shershaah,Hindi,Bollywood,51624,True,False,False,True,clickrow,fwdbtn,0.548,0.44,0.393,79.31,0.49,0.058,0.002,-8.97,76
1,2026-01-08T23:45:23Z,Thursday,23,Ranjha,B Praak,Shershaah,Hindi,Bollywood,176484,False,True,False,False,trackdone,trackdone,0.521,0.513,0.329,81.45,0.549,0.047,0.0,-9.51,74
1,2026-01-09T01:44:52Z,Friday,1,Kesariya,Arijit Singh,Brahmastra,Hindi,Bollywood,250345,False,False,True,True,appload,trackdone,0.63,0.567,0.738,105.99,0.389,0.054,0.0,-8.45,86
1,2026-01-09T20:58:18Z,Friday,20,Softly,Karan Aujla,Making Memories,Hindi,Punjabi,172070,True,True,False,False,trackdone,fwdbtn,0.803,0.732,0.623,115.28,0.067,0.087,0.001,-6.53,63
1,2026-01-09T21:50:58Z,Friday,21,Heeriye,Jasleen Royal,Heeriye,Hindi,Hindi Pop,196435,False,True,True,False,trackdone,trackdone,0.739,0.547,0.806,97.27,0.316,0.033,0.004,-7.07,76
1,2026-01-09T22:08:37Z,Friday,22,Kesariya,Arijit Singh,Brahmastra,Hindi,Bollywood,154252,False,False,False,False,fwdbtn,trackdone,0.603,0.552,0.684,91.4,0.231,0.03,0.0,-9.43,72
1,2026-01-12T08:54:40Z,Monday,8,Obsessed,Riar Saab,Obsessed,Hindi,Punjabi,102088,True,False,False,False,trackdone,fwdbtn,0.818,0.756,0.632,113.26,0.035,0.086,0.0,-5.81,69
1,2026-01-13T22:57:00Z,Tuesday,22,Obsessed,Riar Saab,Obsessed,Hindi,Punjabi,20209,True,True,False,False,trackdone,fwdbtn,0.758,0.75,0.636,119.14,0.148,0.102,0.007,-6.77,71
1,2026-01-14T20:11:59Z,Wednesday,20,Softly,Karan Aujla,Making Memories,Hindi,Punjabi,83339,True,True,False,False,trackdone,fwdbtn,0.739,0.797,0.484,115.71,0.082,0.093,0.0,-6.29,65
1,2026-01-14T22:37:12Z,Wednesday,22,Tum Se Hi,Mohit Chauhan,Jab We Met,Hindi,Bollywood,192140,False,False,False,False,clickrow,trackdone,0.511,0.489,0.459,87.65,0.523,0.041,0.0,-12.52,84
1,2026-01-15T18:49:49Z,Thursday,18,Kho Gaye Hum Kahan,Jasleen Royal,Baar Baar Dekho,Hindi,Bollywood,220647,False,True,False,False,clickrow,trackdone,0.587,0.495,0.463,93.74,0.492,0.063,0.008,-8.5,73
1,2026-01-16T22:40:51Z,Friday,22,Soulmate,Badshah,Ek Tha Raja,Hindi,Hindi Pop,255956,False,False,True,False,appload,trackdone,0.704,0.553,0.669,122.08,0.295,0.096,0.008,-4.34,72
1,2026-01-17T21:15:28Z,Saturday,21,Ranjha,B Praak,Shershaah,Hindi,Bollywood,48921,True,False,False,False,fwdbtn,fwdbtn,0.473,0.519,0.372,89.42,0.565,0.043,0.0,-11.32,75
1,2026-01-18T13:48:08Z,Sunday,13,Perfect,Ed Sheeran,Divide,English,Pop,139792,True,True,False,False,trackdone,fwdbtn,0.616,0.459,0.732,96.35,0.363,0.06,0.0,-6.95,82
1,2026-01-19T00:49:12Z,Monday,0,Kesariya,Arijit Singh,Brahmastra,Hindi,Bollywood,183712,False,True,False,False,trackdone,trackdone,0.635,0.62,0.776,105.19,0.253,0.037,0.0,-6.85,84
1,2026-01-20T00:40:54Z,Tuesday,0,Heat Waves,Glass Animals,Dreamland,English,Indie,211998,False,False,True,False,clickrow,trackdone,0.774,0.648,0.574,86.2,0.14,0.046,0.003,-8.02,84
1,2026-01-21T17:58:49Z,Wednesday,17,Soulmate,Badshah,Ek Tha Raja,Hindi,Hindi Pop,82190,True,False,False,False,clickrow,fwdbtn,0.74,0.636,0.662,113.53,0.168,0.097,0.002,-7.3,71
1,2026-01-22T22:18:50Z,Thursday,22,Agar Tum Saath Ho,Alka Yagnik,Tamasha,Hindi,Bollywood,153685,False,False,False,False,clickrow,endplay,0.445,0.432,0.32,68.55,0.688,0.022,0.0,-11.68,81
1,2026-01-23T20:22:06Z,Friday,20,Heat Waves,Glass Animals,Dreamland,English,Indie,134271,True,False,False,False,fwdbtn,fwdbtn,0.804,0.657,0.581,81.89,0.156,0.045,0.0,-5.8,80
1,2026-01-23T20:24:16Z,Friday,20,Night Changes,One Direction,FOUR,English,Pop,110182,True,True,True,False,clickrow,fwdbtn,0.553,0.499,0.511,118.14,0.344,0.042,0.0,-8.74,81
1,2026-01-25T18:20:21Z,Sunday,18,Blinding Lights,The Weeknd,After Hours,English,Pop,222129,False,False,False,False,trackdone,trackdone,0.792,0.786,0.774,172.01,0.04,0.062,0.0,-6.3,94
1,2026-01-25T21:17:39Z,Sunday,21,Kho Gaye Hum Kahan,Jasleen Royal,Baar Baar Dekho,Hindi,Bollywood,72111,True,True,False,False,fwdbtn,fwdbtn,0.606,0.482,0.507,91.86,0.335,0.054,0.0,-8.06,68
1,2026-01-27T13:06:01Z,Tuesday,13,Apna Bana Le,Arijit Singh,Bhediya,Hindi,Bollywood,135578,False,True,False,False,clickrow,trackdone,0.626,0.518,0.729,96.89,0.387,0.006,0.0,-6.74,80
1,2026-01-28T22:53:01Z,Wednesday,22,Maan Meri Jaan,King,Champagne Talk,Hindi,Hindi Pop,178273,False,True,False,False,trackdone,trackdone,0.732,0.575,0.691,110.66,0.26,0.076,0.004,-6.46,78
1,2026-01-29T21:50:57Z,Thursday,21,Soulmate,Badshah,Ek Tha Raja,Hindi,Hindi Pop,258518,False,True,False,False,trackdone,trackdone,0.718,0.639,0.737,122.19,0.13,0.097,0.0,-7.04,76
1,2026-01-31T07:16:04Z,Saturday,7,Soulmate,Badshah,Ek Tha Raja,Hindi,Hindi Pop,108410,True,True,False,False,trackdone,fwdbtn,0.684,0.587,0.734,118.06,0.171,0.111,0.004,-5.84,75
1,2026-01-31T20:31:55Z,Saturday,20,Kho Gaye Hum Kahan,Jasleen Royal,Baar Baar Dekho,Hindi,Bollywood,56193,True,True,False,False,fwdbtn,fwdbtn,0.585,0.504,0.518,95.49,0.438,0.069,0.0,-10.25,71
1,2026-01-31T22:11:35Z,Saturday,22,Agar Tum Saath Ho,Alka Yagnik,Tamasha,Hindi,Bollywood,212717,False,True,False,False,trackdone,trackdone,0.511,0.412,0.286,80.74,0.668,0.027,0.0,-9.56,86
1,2026-01-31T23:31:08Z,Saturday,23,Agar Tum Saath Ho,Alka Yagnik,Tamasha,Hindi,Bollywood,183077,False,False,False,False,trackdone,trackdone,0.474,0.324,0.296,78.52,0.617,0.04,0.0,-11.15,79
1,2026-02-01T23:55:51Z,Sunday,23,Heeriye,Jasleen Royal,Heeriye,Hindi,Hindi Pop,230949,False,True,False,True,backbtn,trackdone,0.688,0.46,0.671,95.35,0.444,0.022,0.0,-7.76,82
1,2026-02-02T13:26:17Z,Monday,13,Brown Munde,AP Dhillon,Brown Munde,Hindi,Punjabi,26516,True,False,False,False,trackdone,fwdbtn,0.749,0.797,0.632,116.31,0.039,0.118,0.0,-5.42,83
1,2026-02-02T18:15:44Z,Monday,18,As It Was,Harry Styles,Harrys House,English,Pop,166296,True,False,True,False,trackdone,fwdbtn,0.753,0.61,0.654,107.72,0.068,0.058,0.009,-3.79,82
1,2026-02-02T23:46:02Z,Monday,23,Phir Le Aaya Dil,Arijit Singh,Barfi!,Hindi,Bollywood,54754,True,False,False,False,fwdbtn,fwdbtn,0.464,0.258,0.263,76.0,0.716,0.013,0.0,-12.62,73
1,2026-02-04T08:06:31Z,Wednesday,8,Heat Waves,Glass Animals,Dreamland,English,Indie,39452,True,False,False,False,trackdone,fwdbtn,0.796,0.632,0.509,90.64,0.115,0.061,0.0,-5.7,74
1,2026-02-04T18:58:54Z,Wednesday,18,Phir Le Aaya Dil,Arijit Singh,Barfi!,Hindi,Bollywood,149755,False,True,False,False,trackdone,trackdone,0.404,0.356,0.263,75.72,0.769,0.03,0.01,-13.16,63
1,2026-02-05T13:36:23Z,Thursday,13,Heat Waves,Glass Animals,Dreamland,English,Indie,236380,False,False,False,False,fwdbtn,trackdone,0.748,0.67,0.586,74.31,0.187,0.05,0.007,-6.72,76
1,2026-02-05T17:23:40Z,Thursday,17,Soulmate,Badshah,Ek Tha Raja,Hindi,Hindi Pop,48884,True,False,False,False,appload,fwdbtn,0.745,0.666,0.728,115.09,0.152,0.103,0.009,-6.97,74
1,2026-02-05T18:52:57Z,Thursday,18,Heeriye,Jasleen Royal,Heeriye,Hindi,Hindi Pop,164084,False,False,False,False,appload,trackdone,0.666,0.456,0.666,97.04,0.433,0.082,0.004,-8.81,78
1,2026-02-06T07:52:32Z,Friday,7,Apna Bana Le,Arijit Singh,Bhediya,Hindi,Bollywood,110725,True,False,False,False,trackdone,fwdbtn,0.59,0.461,0.712,99.07,0.384,0.009,0.0,-8.01,91
1,2026-02-10T18:53:59Z,Tuesday,18,Phir Le Aaya Dil,Arijit Singh,Barfi!,Hindi,Bollywood,188114,False,False,True,True,fwdbtn,trackdone,0.455,0.393,0.224,79.42,0.811,0.046,0.0,-13.28,65
1,2026-02-10T22:04:56Z,Tuesday,22,Heeriye,Jasleen Royal,Heeriye,Hindi,Hindi Pop,134172,False,False,False,False,trackdone,trackdone,0.7,0.574,0.667,91.33,0.411,0.061,0.0,-8.74,73
1,2026-02-10T22:45:20Z,Tuesday,22,Kho Gaye Hum Kahan,Jasleen Royal,Baar Baar Dekho,Hindi,Bollywood,150221,False,True,False,False,clickrow,trackdone,0.583,0.474,0.549,93.0,0.388,0.059,0.004,-8.41,68
1,2026-02-11T22:26:26Z,Wednesday,22,As It Was,Harry Styles,Harrys House,English,Pop,245296,False,False,False,False,trackdone,trackdone,0.681,0.643,0.815,103.42,0.136,0.047,0.007,-4.68,82
1,2026-02-12T23:13:45Z,Thursday,23,Heeriye,Jasleen Royal,Heeriye,Hindi,Hindi Pop,138769,False,False,False,False,clickrow,trackdone,0.661,0.517,0.733,100.36,0.436,0.038,0.001,-7.3,68
